"00:00:00","00:10:00","00:20:00","00:30:00","00:40:00","00:50:00","01:00:00","01:10:00","01:20:00","01:30:00","01:40:00","01:50:00","02:00:00","02:10:00","02:20:00","02:30:00","02:40:00","02:50:00","03:00:00","03:10:00","03:20:00","03:30:00","03:40:00","03:50:00","04:00:00","04:10:00","04:20:00","04:30:00","04:40:00","04:50:00","05:00:00","05:10:00","05:20:00","05:30:00","05:40:00","05:50:00","06:00:00","06:10:00","06:20:00","06:30:00","06:40:00","06:50:00","07:00:00","07:10:00","07:20:00","07:30:00","07:40:00","07:50:00","08:00:00","08:10:00","08:20:00","08:30:00","08:40:00","08:50:00","09:00:00","09:10:00","09:20:00","09:30:00","09:40:00","09:50:00","10:00:00","10:10:00","10:20:00","10:30:00","10:40:00","10:50:00","11:00:00","11:10:00","11:20:00","11:30:00","11:40:00","11:50:00","12:00:00","12:10:00","12:20:00","12:30:00","12:40:00","12:50:00","13:00:00","13:10:00","13:20:00","13:30:00","13:40:00","13:50:00","14:00:00","14:10:00","14:20:00","14:30:00","14:40:00","14:50:00","15:00:00","15:10:00","15:20:00","15:30:00","15:40:00","15:50:00","16:00:00","16:10:00","16:20:00","16:30:00","16:40:00","16:50:00","17:00:00","17:10:00","17:20:00","17:30:00","17:40:00","17:50:00","18:00:00","18:10:00","18:20:00","18:30:00","18:40:00","18:50:00","19:00:00","19:10:00","19:20:00","19:30:00","19:40:00","19:50:00","20:00:00","20:10:00","20:20:00","20:30:00","20:40:00","20:50:00","21:00:00","21:10:00","21:20:00","21:30:00","21:40:00","21:50:00","22:00:00","22:10:00","22:20:00","22:30:00","22:40:00","22:50:00","23:00:00","23:10:00","23:20:00","23:30:00","23:40:00","23:50:00"
31.203,30.679,30.396,29.489,29.271,28.743,28.148,27.896,27.479,27.049,26.921,26.443,26.292,25.655,25.378,25.336,25.795,25.42,25.236,25.35,24.91,24.748,24.774,24.718,24.695,24.744,24.651,24.636,24.797,24.863,25.108,25.239,25.086,25.069,25.39,25.988,26.178,27.11,27.51,28.253,28.753,29.482,30.328,31.617,32.552,33.268,34.215,34.618,34.764,36.827,37.249,37.441,37.508,37.329,37.385,37.999,38.197,38.173,38.334,38.383,38.269,38.286,38.622,38.436,38.582,38.631,38.421,38.691,38.548,38.408,38.21,38.23,37.912,37.935,37.845,37.611,37.732,37.687,37.435,37.453,37.738,37.529,36.9,36.59,35.946,35.572,35.603,35.256,34.97,35.473,35.187,34.782,35.08,35.051,35.072,35.004,35.11,35.061,35.214,35.121,35.064,35.216,35.245,35.725,35.865,35.94,36.264,36.814,37.106,37.276,38.194,39.008,39.362,39.634,39.67,39.763,40.008,39.784,39.818,40.119,40.076,40.027,40.088,39.979,40.006,39.836,39.551,39.948,39.644,38.939,38.776,38.156,37.685,37.456,36.983,36.253,35.768,35.253,34.484,33.934,33.186,32.749,32.154,31.284
31.002,30.59,30.075,29.596,29.041,28.42,27.858,27.617,27.427,27.045,26.656,26.467,26.084,25.742,25.805,25.214,25.217,25.206,24.925,25.073,25.031,24.764,24.846,24.836,24.814,24.797,24.527,24.45,24.75,24.918,25.045,25.269,25.261,25.671,25.801,25.742,26.25,27.214,27.497,28.067,28.484,29.257,29.926,31.525,32.373,33.368,34.316,34.807,35.136,36.986,37.098,37.496,37.464,37.247,37.269,37.757,38.053,38.159,38.323,38.571,38.552,38.917,38.933,38.701,38.813,38.654,38.603,38.77,38.52,38.452,38.421,38.32,38.205,38.1,37.923,37.904,37.851,37.807,37.838,37.916,37.855,37.6,37.407,37.189,36.673,36.099,36.039,36.386,36.068,36.169,35.897,35.817,36.044,35.94,36.179,36.057,35.966,36.05,36.042,35.978,35.829,35.999,36.088,36.289,36.297,36.5,36.949,37.138,37.441,37.91,38.497,39.064,39.607,40.026,40.03,39.863,39.997,40.079,40.2,40.377,40.276,39.954,40.186,40.078,40.062,39.952,39.637,39.959,39.706,39.345,38.975,38.571,37.575,37.489,37.287,36.753,36.013,35.659,35.008,34.125,33.747,32.985,32.411,32.082
31.47,30.84,30.6,29.737,29.274,28.742,28.282,27.842,27.486,26.915,26.809,26.795,26.062,26.023,25.68,25.755,25.673,25.301,25.42,25.036,25.264,24.85,24.872,25.229,24.888,24.748,25.008,24.845,25.25,25.141,25.249,25.4,25.31,25.535,25.825,26.025,26.001,27.276,27.785,28.251,28.935,29.106,30.314,31.929,32.866,33.718,34.709,34.826,35.294,37.366,37.653,37.849,37.915,38.031,37.604,38.318,38.712,38.935,38.881,38.989,39.104,39.387,39.338,39.436,39.53,39.61,39.237,39.166,39.195,39.03,38.872,38.85,38.613,38.492,38.302,38.229,38.254,38.305,38.09,37.994,38.141,37.681,37.59,37.315,36.657,36.284,36.277,36.212,36.174,35.898,35.565,35.625,35.627,35.401,35.543,35.56,35.361,35.628,35.437,35.194,35.189,35.419,35.358,35.568,35.851,35.726,35.939,36.241,36.776,38.104,36.102,37.552,38.528,38.877,38.815,38.802,38.884,38.727,38.9,38.94,38.84,38.726,38.662,38.678,38.656,38.582,38.21,38.613,38.32,38.034,37.659,37.306,36.979,36.864,36.566,36.226,35.687,35.398,34.695,34.387,33.938,33.199,32.86,32.093
32.089,31.209,31.283,30.891,30.508,29.779,29.404,28.792,28.704,28.121,27.349,27.339,26.666,26.511,26.189,26.086,25.938,25.675,25.143,25.004,25.118,24.672,24.984,24.716,24.351,24.659,24.563,24.272,24.294,24.618,24.227,24.341,24.279,24.218,24.357,24.188,24.205,24.162,24.611,24.467,24.936,24.636,24.935,25.338,25.469,25.922,26.009,26.324,26.966,27.362,27.357,27.585,27.628,28.166,28.693,29.641,29.893,30.39,31.031,31.482,32.138,32.776,33.29,33.443,33.371,33.269,33.473,33.466,33.463,33.434,33.599,33.321,32.973,32.529,32.814,32.484,32.825,32.537,32.665,32.621,32.641,32.544,32.399,32.729,32.55,32.265,32.3,32.109,31.582,31.583,31.386,31.169,30.763,31.147,30.872,30.882,30.641,30.467,30.249,30.338,30.172,29.974,30.287,30.519,30.242,30.597,30.751,31.031,31.322,31.839,32.65,33.192,33.928,34.388,34.337,34.304,34.408,34.758,34.763,34.786,34.725,34.952,35.102,35.038,34.823,34.808,35.077,35.033,34.913,34.505,34.552,34.402,34.264,34.059,33.465,33.239,32.969,32.807,32.485,31.987,31.543,31.172,31.008,30.422
29.792,29.493,29.001,28.553,28.165,27.543,27.082,26.9,26.424,26.013,25.449,25.237,24.833,24.561,24.163,23.744,23.647,23.352,23.255,23.133,22.728,22.789,22.72,22.685,22.738,22.367,22.676,22.369,22.496,22.4,22.122,22.546,22.436,22.469,22.442,22.311,22.781,22.622,22.679,22.712,22.746,23.101,23.203,23.401,23.438,23.366,23.418,23.625,24.012,24.041,23.96,23.651,24.088,24.198,24.356,24.91,25.139,25.917,26.316,26.821,27.145,27.526,28.386,28.359,28.848,29.114,29.325,29.717,29.789,29.887,29.93,30.161,29.957,30.216,30.006,30.081,29.955,30.612,30.05,30.632,30.866,31.02,31.03,31.149,31.186,31.405,31.439,31.089,30.835,30.861,30.174,29.615,29.718,29.524,29.711,29.479,29.508,29.379,29.119,29.066,29.036,28.769,28.8,28.777,29.114,28.671,29.222,29.526,29.849,31.021,31.602,31.979,32.594,32.86,32.846,33.468,33.211,33.323,33.664,34.001,34.145,34.257,34.703,34.437,34.611,34.745,34.757,34.927,34.745,34.877,34.745,34.402,34.379,34.22,34.19,33.823,33.475,32.984,32.585,32.188,31.621,31.049,30.58,29.947
29.005,28.877,28.315,27.61,27.171,26.571,26.034,25.616,25.418,24.734,24.799,24.751,24.178,24.159,24.076,23.597,23.528,23.438,23.415,23.448,23.372,22.843,23.316,23.13,23.01,23.287,22.94,23.202,23.211,23.39,23.083,23.623,23.619,23.43,24.091,24.355,24.589,25.689,26.118,26.711,27.582,28.262,29.44,30.726,31.873,32.62,33.622,34.134,34.635,36.425,37.072,37.139,37.412,37.524,37.066,38.03,38.712,38.605,38.978,39.266,39.041,39.249,39.352,39.549,39.749,39.838,39.58,39.914,39.789,39.585,39.723,39.562,39.642,39.641,39.57,39.608,39.677,39.642,39.642,39.718,39.906,39.792,39.418,39.126,38.604,38.2,38.057,37.886,37.733,37.81,37.309,37.174,37.45,37.116,37.136,37.158,37.275,37.305,37.347,37.18,37.02,37.138,37.066,37.451,37.869,37.936,38.239,38.138,38.561,38.575,39.219,39.63,40.267,40.432,40.368,40.404,40.415,40.404,40.58,40.559,40.602,40.357,40.358,40.28,39.927,39.916,39.581,39.653,39.512,38.853,38.487,38.019,37.506,37.188,36.924,36.548,35.737,35.471,34.304,33.809,33.579,32.417,31.956,31.438
31.086,30.207,29.832,29.263,28.964,28.352,27.937,27.419,26.927,26.361,26.265,26.269,25.958,25.58,25.244,24.934,25.248,25.089,24.721,24.917,24.509,24.569,24.529,24.341,24.55,24.498,24.589,24.532,24.466,24.535,24.34,24.688,25.068,24.849,25.382,25.588,25.661,26.84,27.171,27.889,28.261,29.021,29.834,34.027,31.348,32.113,33.18,34.932,35.141,36.934,37.489,37.402,37.282,37.389,37.296,37.967,38.163,38.346,38.403,38.459,38.286,38.429,38.586,38.461,38.566,38.543,38.644,38.579,38.214,38.483,38.279,38.533,38.368,38.325,38.365,38.205,38.286,38.478,37.909,38.14,38.229,38.161,37.951,37.633,36.967,36.663,36.815,36.76,36.649,36.417,36.055,36.372,36.275,35.913,35.925,36.094,35.568,35.988,35.971,35.535,35.839,35.813,35.697,36.212,36.207,36.23,36.66,36.645,36.874,37.108,37.943,38.388,39.389,39.72,39.708,39.669,39.822,39.851,40.025,40.233,40.096,39.893,40.122,40.121,40.122,40.021,39.564,39.904,39.685,39.309,39.136,38.647,37.981,37.751,37.202,36.727,36.065,35.608,34.824,34.408,33.935,33.149,30.855,32.784
31.956,31.421,30.584,29.88,29.464,28.923,28.338,27.901,27.675,27.08,26.978,26.255,26.439,25.944,26.027,25.578,25.399,25.445,25.24,25.44,25.253,25.186,25.075,25.197,24.853,25.025,24.849,24.855,24.957,25.128,25.097,25.337,25.244,25.553,25.535,25.707,26.373,27.144,27.616,27.81,28.534,29.448,30.204,31.838,32.758,33.521,34.528,37.555,35.061,35.669,37.533,37.6,37.874,37.765,37.88,38.245,38.669,38.596,38.601,38.651,38.387,38.491,38.532,38.463,38.507,38.418,38.442,38.38,38.145,38.135,37.957,37.952,37.794,37.527,37.61,37.374,37.422,37.636,37.593,37.537,37.61,37.472,37.066,36.726,36.23,35.799,35.915,35.558,35.588,35.257,35.169,35.015,35.113,34.666,34.842,34.925,34.803,35.114,35.206,34.605,35.059,35.054,35.199,35.409,35.532,35.812,35.91,36.319,36.169,36.729,37.484,38.551,39.256,39.762,39.752,39.858,39.835,39.824,40.071,40.243,40.351,40.209,40.347,40.034,40.161,39.957,39.816,39.931,39.73,39.257,38.773,38.234,37.266,36.967,36.465,35.844,35.549,35.148,34.488,34.065,33.588,32.681,32.268,31.907
31.821,31.231,31.107,30.041,29.642,29.233,28.239,27.849,27.737,26.895,26.856,26.653,25.927,25.741,25.899,25.687,25.487,25.265,24.889,24.859,24.793,25.046,25.075,24.994,24.902,25.027,24.72,24.836,24.944,25.243,24.824,24.713,25.404,25.073,25.352,25.468,25.812,26.927,27.377,27.894,28.74,28.965,30.205,31.46,32.707,33.535,34.191,37.589,34.723,35.017,36.89,37.211,37.456,37.355,37.49,38.075,38.185,38.168,38.297,38.124,38.066,38.398,38.368,38.167,38.253,37.987,37.956,37.941,37.852,37.815,37.819,37.794,37.466,37.308,37.237,37.261,37.122,37.231,36.744,37.04,36.969,36.702,36.542,36.255,35.588,35.345,35.201,35.15,34.893,34.819,34.711,34.674,34.781,34.592,34.477,34.681,34.403,34.497,34.814,34.798,34.589,34.797,34.889,35.211,35.121,35.375,35.374,35.749,35.704,36.127,37.039,37.671,38.558,39.126,39.129,39.008,39.324,39.379,39.507,39.714,39.574,39.429,39.532,39.459,39.567,39.262,39.317,39.509,39.303,38.983,38.587,38.114,37.431,37.295,37.12,36.291,35.698,35.267,34.366,33.999,33.398,32.766,31.794,31.421
30.834,30.435,30.191,29.541,28.89,28.456,27.837,27.638,27.272,26.824,26.781,26.266,25.805,25.901,25.515,25.542,25.328,25.131,24.843,24.698,24.747,24.578,24.922,24.375,24.547,24.613,24.421,24.597,24.586,24.447,24.679,25.106,25.081,25.004,25.281,25.464,25.69,26.613,26.966,27.6,28.443,28.821,29.789,30.932,32.041,32.554,33.701,34.155,34.256,36.27,36.405,36.628,36.817,36.634,36.507,37.022,37.245,37.266,37.537,37.558,37.367,37.526,37.674,37.518,37.43,37.356,37.427,37.378,37.364,37.203,37.16,37.216,36.883,36.852,36.602,36.322,36.367,36.217,36.056,36.175,36.215,36.049,35.527,35.456,34.685,34.171,33.799,33.263,33.165,32.949,32.991,33.1,33.156,32.864,32.907,33.165,32.898,32.926,32.959,32.991,33.442,33.783,33.719,33.973,34.149,34.273,34.626,35.323,36.024,36.833,37.53,37.446,37.561,37.662,37.687,37.693,37.725,34.043,33.688,33.902,38.007,37.703,37.741,37.684,37.7,37.483,37.326,37.364,37.388,36.919,36.887,36.651,35.998,36.011,35.358,35.302,34.793,34.329,33.681,33.239,32.783,32.327,32.13,31.668
31.095,30.413,30.266,29.882,29.487,29.052,28.603,27.841,27.638,26.891,26.837,26.436,26.286,25.737,25.534,25.257,25.041,24.79,24.942,24.622,24.636,24.318,23.978,24.131,24.067,24.222,23.933,23.881,23.847,23.424,23.692,23.781,23.736,23.856,24.057,23.751,23.434,24.075,24.057,24.148,24.245,24.281,24.711,25.089,25.512,25.278,26.732,25.736,26.074,26.267,26.845,26.697,27.336,27.763,28.179,28.815,29.193,29.564,30.041,30.204,31.105,31.405,31.593,31.503,31.968,31.957,31.918,32.021,31.87,31.99,31.99,31.945,31.498,31.191,31.117,30.91,30.893,31.105,30.708,30.906,30.682,30.889,30.8,30.837,30.595,30.51,30.16,29.98,29.929,29.726,29.511,29.161,29.252,28.834,28.783,28.629,28.314,28.459,28.488,28.243,27.775,27.914,27.955,28.339,28.112,28.513,28.695,29.082,29.195,29.854,30.684,31.419,32.355,32.84,33.043,33.552,33.175,33.667,33.657,33.88,33.95,33.897,34.173,33.793,34.323,34.197,34.212,34.694,34.372,34.255,33.817,33.794,33.588,33.849,33.496,32.915,32.589,32.553,32.096,31.613,31.26,31.044,30.503,30.096
29.357,28.932,28.389,28.413,27.704,27.309,26.644,26.204,25.838,25.322,25.208,24.988,24.641,24.275,23.843,23.675,23.345,23.391,23.082,22.843,22.606,22.799,22.519,22.582,22.502,22.408,22.09,21.99,22.284,22.157,22.022,22.235,22.102,21.931,22.087,21.95,22.337,22.503,22.434,22.655,22.371,22.817,22.876,23.328,23.352,23.059,23.234,23.5,23.341,23.602,23.489,23.682,23.863,23.828,23.88,24.343,25.041,25.336,25.863,25.918,26.207,26.76,27.028,27.285,27.552,27.439,28.066,28.083,28.156,28.078,28.075,27.953,27.828,28.069,27.545,27.557,27.662,27.427,27.771,27.561,27.898,27.969,28.043,28.212,28.08,28.162,27.937,27.846,27.689,27.143,27.109,26.695,26.76,26.059,26.358,26.237,26.321,26.356,25.629,25.531,25.724,25.828,25.613,25.868,25.83,25.937,26.469,26.875,27.171,27.762,28.276,29.436,30.021,30.492,31.171,31.728,31.827,31.938,32.334,32.56,32.769,32.925,33.045,33.334,33.562,33.749,33.757,34.099,33.7,33.614,33.523,33.238,32.894,33.128,32.714,32.369,32.24,31.953,31.163,31.026,30.21,30.016,29.523,28.84
28.047,27.505,27.114,26.464,26.167,25.904,25.173,24.856,24.656,24.351,24.127,23.771,23.448,23.14,23.029,22.841,22.737,22.731,22.511,22.388,22.451,22.342,22.552,22.403,22.079,22.442,22.424,22.269,22.562,22.696,22.585,22.913,23.168,23.266,23.483,23.615,24.087,25.546,25.903,26.332,27.134,27.767,28.827,30.245,31.164,33.849,32.006,32.454,33.296,36.211,35.79,36.193,36.516,36.191,36.194,36.872,37.19,36.979,37.286,37.08,36.935,37.156,37.155,36.965,37.023,37.155,36.958,37.16,36.959,36.581,36.694,36.438,36.278,36.355,36.259,36.176,36.136,36.215,35.886,35.895,35.979,35.78,35.324,35.331,34.591,34.425,34.326,34.158,33.959,33.92,33.699,33.776,33.682,33.556,33.735,33.639,33.399,33.546,33.356,33.292,33.492,33.597,33.601,33.921,34.037,34.034,34.337,34.464,34.48,34.683,35.404,36.349,37.178,37.716,37.94,37.892,38.189,37.965,38.423,38.44,38.699,38.51,38.471,38.554,38.574,38.602,38.231,38.657,38.246,37.789,37.423,37.035,36.547,36.264,35.997,35.486,34.658,34.209,33.564,32.866,32.469,31.413,30.914,30.585
29.958,29.338,29.284,28.745,28.34,27.652,27.278,26.757,26.6,26.128,25.8,25.995,25.448,25.099,25.189,24.582,24.975,24.91,24.521,24.265,24.563,24.295,24.309,24.378,24.215,24.245,24.335,23.957,24.318,24.267,24.119,24.613,24.712,24.793,25.079,25.053,25.137,26.341,26.751,27.291,28.135,28.41,29.406,30.977,32.009,32.423,33.509,33.871,36.531,34.421,36.25,36.496,36.507,36.464,36.131,36.941,36.837,37.014,37.245,37.024,36.986,36.896,36.81,36.756,36.994,36.778,36.838,36.804,36.818,36.361,36.617,36.578,36.199,36.197,36.126,36.049,36.09,36.204,35.971,36.015,35.971,35.849,35.668,35.284,34.763,34.548,34.298,34.317,34.027,33.834,33.506,33.657,33.441,33.613,33.535,33.685,33.642,33.435,33.506,33.404,33.362,33.529,33.599,33.959,34.187,33.931,34.025,34.295,34.386,35.008,35.703,36.452,37.229,37.864,38.021,38.233,38.414,38.512,38.777,38.905,38.975,38.878,39.039,38.947,39.169,39.071,38.798,38.937,38.819,38.414,38.258,37.617,36.756,36.455,36.431,35.59,35.231,34.597,33.599,33.094,32.823,31.797,31.351,30.809
30.248,29.707,29.425,29.285,28.514,28.275,27.197,27.197,26.828,26.518,26.213,25.914,25.331,25.42,25.23,25.281,25.045,24.795,24.548,24.351,24.781,24.381,24.41,24.583,24.172,24.525,24.289,24.477,24.531,24.561,24.501,24.863,25.115,24.884,25.249,25.291,25.871,26.785,27.243,27.697,28.737,29.103,29.717,31.656,32.501,33.515,36.598,34.313,34.86,34.847,37.117,36.913,37.473,37.185,36.851,37.475,37.611,37.722,38.014,37.972,37.582,37.703,37.774,37.576,37.877,37.775,37.446,37.703,37.468,37.219,37.192,37.211,36.881,36.984,36.698,36.607,36.598,36.585,36.351,36.504,36.697,36.722,36.197,35.561,35.049,34.72,34.69,34.511,34.52,34.19,33.773,33.938,33.852,33.851,33.808,33.942,33.98,33.771,33.925,33.716,33.718,33.813,33.884,34.331,34.394,34.263,34.788,34.916,34.809,35.429,36.147,36.854,37.908,39.235,38.438,38.567,38.877,39.091,39.485,39.459,39.66,39.599,39.756,39.488,39.559,39.503,39.089,39.411,38.992,38.497,38.13,37.598,36.759,36.63,35.795,35.267,34.547,34.493,33.941,33.438,32.877,31.952,31.577,30.961
31.186,30.686,30.532,29.746,29.394,28.635,28.359,27.534,26.976,26.551,26.362,26.244,25.492,25.476,25.314,25.242,25.102,24.82,24.507,24.475,24.439,24.725,24.362,24.378,24.27,24.434,24.342,23.873,24.539,24.702,24.697,24.857,24.662,24.756,25.223,25.508,25.78,26.674,27.093,27.585,28.089,28.821,29.688,30.947,32.168,32.892,33.897,34.173,34.622,36.287,36.777,36.958,36.894,36.695,36.594,37.335,37.787,37.691,38.111,37.844,37.773,38.19,38.06,37.913,37.989,38.062,38.118,37.979,38.047,38.02,37.838,37.755,37.833,37.471,37.371,37.164,37.156,37.253,37.119,36.906,37.226,37.183,36.4,36.048,35.791,35.45,35.116,35.03,34.818,34.739,34.44,34.757,34.619,34.593,34.636,34.647,34.488,34.815,34.807,34.737,34.632,34.688,34.671,35.046,35.19,34.991,35.287,35.61,35.624,36.081,36.652,37.107,37.821,38.463,38.588,38.756,38.918,38.905,39.165,39.388,39.096,39.153,39.333,39.173,39.302,39.094,38.82,38.959,39.132,38.658,37.993,37.736,36.934,36.764,36.566,36.062,35.426,34.771,34.161,33.531,33.074,32.263,31.601,31.187
30.441,29.997,29.862,28.979,28.643,27.911,27.43,26.896,26.671,26.214,26.019,25.7,25.381,25.055,24.885,24.968,24.614,24.579,24.282,24.115,24.471,24.252,24.063,24.191,23.894,24.015,24.136,24.224,24.141,24.132,24.242,24.52,24.71,24.936,24.823,25.179,25.137,26.149,26.888,27.051,27.923,28.574,28.95,30.787,31.792,32.387,33.05,33.798,33.89,35.484,36.082,36.013,36.437,36.435,36.07,36.996,38.002,37.506,37.528,37.739,38.1,38.13,38.222,38.279,38.317,38.271,38.276,38.418,38.495,38.262,38.433,38.29,38.114,37.87,37.841,37.829,37.962,38.075,37.632,37.781,37.923,37.837,37.762,37.449,36.782,36.204,36.162,36.219,35.946,35.809,35.339,35.384,35.278,35.054,35.338,35.258,35.236,35.282,35.011,35.01,35.007,35.01,35.056,35.321,35.455,35.345,35.551,35.705,35.667,35.992,36.311,36.838,37.478,37.962,38.028,38.091,38.281,38.024,38.056,38.222,38.107,38.107,38.026,37.655,37.759,37.567,37.576,37.893,37.638,36.953,36.695,36.527,35.874,35.857,35.845,35.067,34.87,34.351,33.547,33.417,33.021,32.236,31.974,31.732
31.066,30.425,30.316,29.513,29.422,28.977,28.032,27.533,27.495,27.125,26.634,26.47,25.632,25.549,25.421,24.958,24.709,24.572,24.362,24.479,24.069,24.136,24.055,23.758,23.51,23.538,23.575,23.47,23.493,23.284,23.189,23.665,23.392,23.267,23.343,23.238,23.321,23.575,23.691,23.66,23.868,24.212,24.272,24.606,24.915,25.305,25.302,25.704,25.888,26.319,26.579,26.795,27.013,27.569,28.037,29.165,30.995,29.337,29.886,30.396,31.569,32.014,32.212,32.309,33.023,33.142,33.022,33.365,33.058,32.894,33.061,32.987,32.644,32.547,32.73,32.195,32.401,32.656,32.696,32.418,32.495,32.473,32.624,32.577,32.412,32.349,31.924,31.662,31.385,31.451,31.067,30.965,30.496,30.174,30.401,30.268,30.191,30.098,29.77,29.699,29.603,29.841,29.844,29.713,29.649,29.703,29.794,30.049,30.435,30.971,31.416,32.022,32.708,32.905,33.7,33.848,34.094,34.159,34.409,34.486,34.687,34.716,34.67,34.885,34.886,35.136,35.021,35.099,34.873,34.715,34.409,34.272,33.898,33.969,33.609,33.276,33.116,32.865,32.537,31.759,31.564,31.025,31.118,30.704
30.393,29.6,28.826,28.228,27.827,27.449,27.049,26.532,26.127,25.701,25.527,25.169,24.539,24.455,24.167,23.532,23.586,23.466,23.106,23.085,22.667,22.759,22.449,22.274,22.334,22.26,21.988,21.921,21.86,22.019,22.172,21.996,22.041,22.148,21.883,22.139,21.926,22.246,22.367,22.509,22.439,22.699,22.733,22.829,23.168,23.223,23.204,23.585,23.227,23.406,23.587,23.354,23.833,23.967,23.962,24.628,24.905,25.268,25.506,25.982,26.009,26.806,27.168,27.546,27.641,28.04,28.105,28.042,28.464,28.246,28.583,28.58,28.37,28.64,28.355,28.726,28.437,29.008,28.82,28.298,28.874,28.961,29.115,29.179,29.353,29.393,29.19,28.756,28.64,28.443,28.312,28.077,27.743,27.243,27.389,27.437,27.334,27.374,27.035,26.933,26.866,27.077,26.837,26.96,27.05,26.839,27.366,27.834,27.497,28.095,28.636,29.376,30.353,30.78,31.502,31.6,31.98,32.778,32.406,32.731,32.999,33.303,33.471,33.699,33.969,33.895,34.199,34.367,34.427,34.074,34.223,33.834,33.783,33.893,33.722,33.373,32.976,32.688,31.734,31.359,30.981,30.007,29.905,29.012
28.754,28.341,27.479,26.55,26.264,26.11,25.483,25.38,24.863,24.432,24.167,24.072,23.722,23.465,22.98,23.046,23.084,22.893,22.744,22.422,22.726,22.45,22.811,22.453,22.408,22.74,22.768,22.582,22.752,22.745,22.907,22.981,23.229,23.245,25.61,23.61,24.043,24.409,26.04,26.809,27.135,28.004,29.006,30.544,31.313,32.094,33.173,33.567,34.319,36.291,36.393,36.764,36.814,36.868,36.872,37.379,37.854,37.503,37.968,37.904,37.935,37.802,37.997,38.229,37.889,38.221,38.449,38.137,38.135,38.087,37.825,37.984,37.653,37.475,37.28,37.323,37.271,37.367,37.283,37.39,37.247,37.107,36.925,36.754,36.106,35.7,35.663,35.413,35.31,35.198,34.818,34.841,34.822,34.629,34.681,34.503,34.546,34.506,34.635,34.393,34.657,34.402,34.387,34.975,35.145,35.217,35.434,35.628,35.463,35.736,36.424,37.318,39.567,37.998,38.898,39.267,39.748,39.781,39.946,40.378,40.217,40.032,40.303,40.118,40.147,40.033,40.006,40.002,39.944,39.243,39.083,38.699,38.001,37.704,37.703,36.733,36.122,35.806,34.701,34.318,33.791,32.785,32.555,31.727
31.223,30.53,30.135,29.546,29.154,28.541,27.711,27.549,26.887,26.667,26.773,26.351,25.938,26.064,25.577,25.435,25.382,25.426,25.045,24.928,25.132,24.833,24.842,24.673,24.742,24.825,24.807,24.506,24.604,24.71,25.008,25.245,25.345,25.499,25.376,25.57,25.803,27.033,27.421,28.102,28.622,29.312,30.039,31.706,32.621,33.631,34.429,34.901,35.49,37.421,37.921,38.008,38.062,37.907,37.982,38.285,38.666,38.638,38.976,38.966,38.744,38.865,38.999,38.684,38.894,38.933,38.735,38.809,38.582,38.574,38.665,38.569,38.306,38.12,38.132,37.942,38.139,37.949,37.915,37.94,37.951,37.682,36.116,37.393,36.953,36.67,36.051,35.941,35.807,35.817,35.714,35.613,35.564,35.549,35.636,35.731,35.466,35.497,35.26,35.224,35.353,35.429,35.468,35.826,35.717,35.875,36.101,36.137,36.306,36.395,36.975,37.65,38.495,39.035,39.471,40.014,39.78,39.973,40.461,40.57,40.521,40.341,40.511,40.299,40.135,40.436,40.299,40.548,40.038,39.641,39.372,39.071,38.56,38.397,37.963,37.175,36.799,36.349,35.338,34.845,34.189,33.266,33.138,32.246
31.583,31.103,30.368,29.892,29.437,28.775,27.872,27.92,27.414,26.759,26.923,26.702,26.223,26.07,25.939,25.739,25.53,25.557,25.295,25.264,25.03,24.874,25.165,24.851,24.614,24.839,24.713,24.711,24.607,24.698,24.665,25.179,25.203,25.239,25.225,25.791,26.034,27.1,27.584,27.82,28.623,29.797,30.408,31.613,33.156,33.877,34.334,34.998,35.068,36.944,37.44,37.856,38.037,38.284,38.285,38.236,38.463,38.447,38.528,38.956,38.775,39.136,39.233,38.969,39.252,39.122,39.009,38.895,38.976,38.699,38.778,38.578,38.601,38.599,38.287,38.052,38.238,38.235,37.993,38.328,38.356,38.075,37.848,37.698,36.91,36.631,36.377,36.063,36.107,35.918,35.548,35.878,36.126,35.858,35.649,35.884,36.149,36.2,36.171,35.85,35.989,36.164,36.055,36.42,36.37,36.421,36.753,36.804,36.897,37.017,37.211,37.839,38.586,39.155,39.812,40.082,40.056,40.093,40.448,40.631,40.402,40.411,40.368,40.325,40.205,40.185,40.001,40.46,40.185,39.214,38.915,38.494,37.878,37.726,37.521,36.844,35.978,35.493,35.273,34.76,34.023,33.019,32.541,32.175
