"00:00:00","00:10:00","00:20:00","00:30:00","00:40:00","00:50:00","01:00:00","01:10:00","01:20:00","01:30:00","01:40:00","01:50:00","02:00:00","02:10:00","02:20:00","02:30:00","02:40:00","02:50:00","03:00:00","03:10:00","03:20:00","03:30:00","03:40:00","03:50:00","04:00:00","04:10:00","04:20:00","04:30:00","04:40:00","04:50:00","05:00:00","05:10:00","05:20:00","05:30:00","05:40:00","05:50:00","06:00:00","06:10:00","06:20:00","06:30:00","06:40:00","06:50:00","07:00:00","07:10:00","07:20:00","07:30:00","07:40:00","07:50:00","08:00:00","08:10:00","08:20:00","08:30:00","08:40:00","08:50:00","09:00:00","09:10:00","09:20:00","09:30:00","09:40:00","09:50:00","10:00:00","10:10:00","10:20:00","10:30:00","10:40:00","10:50:00","11:00:00","11:10:00","11:20:00","11:30:00","11:40:00","11:50:00","12:00:00","12:10:00","12:20:00","12:30:00","12:40:00","12:50:00","13:00:00","13:10:00","13:20:00","13:30:00","13:40:00","13:50:00","14:00:00","14:10:00","14:20:00","14:30:00","14:40:00","14:50:00","15:00:00","15:10:00","15:20:00","15:30:00","15:40:00","15:50:00","16:00:00","16:10:00","16:20:00","16:30:00","16:40:00","16:50:00","17:00:00","17:10:00","17:20:00","17:30:00","17:40:00","17:50:00","18:00:00","18:10:00","18:20:00","18:30:00","18:40:00","18:50:00","19:00:00","19:10:00","19:20:00","19:30:00","19:40:00","19:50:00","20:00:00","20:10:00","20:20:00","20:30:00","20:40:00","20:50:00","21:00:00","21:10:00","21:20:00","21:30:00","21:40:00","21:50:00","22:00:00","22:10:00","22:20:00","22:30:00","22:40:00","22:50:00","23:00:00","23:10:00","23:20:00","23:30:00","23:40:00","23:50:00"
31.603,31.131,30.567,30.202,29.405,29.278,28.145,28.013,27.639,27.08,26.757,26.441,26.215,25.887,25.684,25.265,25.016,24.894,24.665,24.513,24.292,23.643,23.912,23.846,23.311,23.533,23.391,23.205,23.283,23.231,23.224,23.565,23.455,22.996,23.127,23.149,23.579,23.716,23.678,23.499,23.278,23.421,23.618,23.854,23.856,23.864,24.186,24.364,24.365,24.214,24.387,24.681,24.668,24.924,25.004,25.768,26.148,26.518,27.25,27.313,27.467,28.036,28.638,29.107,29.34,29.866,29.884,30.073,30.408,30.289,30.433,30.529,30.24,30.183,30.197,30.238,30.499,30.436,30.412,30.851,30.698,30.914,31.241,31.462,30.895,31.092,31.059,30.724,30.722,30.487,30.384,30.407,29.851,29.618,29.638,29.379,29.655,29.676,29.538,28.984,29.124,29.284,29.814,29.258,29.081,29.202,29.441,29.799,30.223,30.441,31.075,31.734,32.378,33.418,33.673,34.708,34.175,34.478,34.22,34.838,34.862,35.341,35.59,35.317,35.722,36.015,35.997,36.526,36.608,35.936,36.168,35.883,35.731,36.08,35.979,35.327,35.064,34.744,34.283,33.715,33.214,32.508,31.788,31.296
30.515,29.929,29.509,29.133,28.418,27.989,26.96,26.643,26.381,26.133,25.774,25.489,25.246,24.635,24.621,24.525,24.291,24.294,23.959,23.831,23.969,23.756,24.195,23.728,23.862,23.944,24.01,23.712,24.049,23.942,23.944,24.381,24.639,24.808,24.74,25.172,25.546,26.658,27.458,27.837,28.387,29.351,30.116,32.196,32.921,33.956,35.177,36.033,35.914,37.811,38.401,38.343,38.848,38.781,38.866,39.625,40.441,40.022,40.2,40.434,40.104,40.497,40.644,40.68,40.736,40.942,40.766,40.77,40.866,40.514,40.495,40.553,40.13,40.112,39.973,39.9,39.963,40.206,39.956,39.875,40.043,40.192,39.795,39.559,38.747,38.232,38.497,38.352,38.387,38.021,37.883,38.3,38.176,38.05,38.033,38.101,38.021,38.25,38.315,37.932,37.869,37.951,38.204,38.605,38.679,38.492,38.805,39.063,38.944,39.007,39.489,39.854,40.727,41.328,41.516,41.811,42.013,41.793,42.11,42.301,42.142,42.097,42.247,41.792,41.809,41.723,41.604,41.893,41.688,41.366,40.961,40.753,39.786,39.385,39.223,38.508,38.201,37.615,36.431,35.858,35.683,34.744,34.374,33.514
32.684,32.473,31.928,31.42,30.97,30.115,29.669,29.242,29.024,28.737,28.145,27.986,27.6,27.474,27.196,26.902,27.12,26.707,26.415,26.765,26.506,26.575,26.095,26.283,25.979,26.196,26.013,26.141,25.754,26.048,26.028,26.372,26.381,26.534,26.818,27.022,27.576,28.482,28.778,29.309,30.054,30.868,31.693,33.315,34.47,34.923,36.164,36.578,37.097,38.775,39.082,39.34,39.517,39.441,39.135,39.801,40.261,40.139,40.131,40.291,40.063,40.231,40.33,40.084,40.242,40.312,40.032,40.235,39.967,39.574,39.67,39.721,39.381,39.292,39.372,39.096,39.171,39.256,38.732,38.901,39.357,38.899,38.532,37.33,38.215,37.627,37.237,37.036,36.582,36.953,36.871,36.839,36.73,36.533,36.568,36.669,36.629,36.61,36.604,36.474,36.627,36.675,36.709,37.04,37.002,37.101,37.491,37.573,37.357,37.576,38.293,38.8,39.881,40.496,40.758,41.118,41.484,41.482,41.7,41.898,41.814,41.963,41.846,41.67,41.726,41.645,41.629,41.947,41.47,41.037,40.966,40.233,39.831,39.827,39.486,38.631,38.521,37.85,36.982,36.613,35.954,35.357,34.552,33.591
33.065,32.591,31.869,31.736,31.04,30.613,29.384,29.389,28.719,28.695,28.222,28.302,27.752,27.742,27.446,27.269,26.661,26.601,26.59,26.627,26.676,26.43,26.392,26.622,26.231,26.377,26.093,26.194,26.3,26.415,26.283,26.569,26.567,26.615,27.045,26.885,27.742,28.646,29.2,29.441,30.053,30.995,31.84,33.444,34.292,34.977,36.149,36.606,37.211,38.913,39.201,39.26,39.313,39.053,38.994,39.461,39.927,39.605,40.042,39.772,39.595,39.891,39.947,39.776,39.838,39.86,39.805,39.966,39.619,39.565,39.331,39.106,39.159,38.98,38.666,38.511,38.746,38.814,38.717,38.654,38.652,38.245,37.912,37.812,36.914,36.421,36.011,36.601,36.179,36.238,35.732,35.946,35.831,35.792,35.816,35.727,35.639,35.764,35.842,35.814,35.694,35.591,35.822,36.153,36.352,36.259,36.657,36.772,36.687,36.985,37.674,38.312,39.24,39.838,40.179,41.459,40.962,41.255,41.286,41.482,41.411,41.703,41.935,41.582,41.449,41.677,41.43,41.764,41.538,41.003,40.774,40.269,39.537,39.333,39.332,38.705,37.843,37.35,36.494,35.891,35.612,34.518,34.147,33.734
32.905,32.455,32.106,31.636,31.018,30.164,29.901,29.333,29.2,28.667,28.163,28.38,27.556,27.686,27.264,27.105,26.872,26.967,26.362,26.605,26.51,26.386,26.546,26.235,26.428,26.208,26.123,26.304,26.155,26.539,26.282,26.554,26.766,26.978,27.019,26.84,27.631,28.431,29.148,29.664,30.206,30.914,31.725,32.983,34.072,35.045,35.96,36.474,37.195,38.362,38.931,39.224,39.267,38.975,38.658,39.278,39.309,39.433,39.661,39.566,39.285,39.434,39.351,39.215,39.372,39.254,39.113,39.215,39.227,38.887,38.745,38.812,38.365,38.446,38.379,38,38.189,38.019,38.108,38.115,38.241,37.794,37.733,37.399,36.7,36.187,36.007,35.77,35.843,35.416,35.131,35.507,35.605,35.362,35.329,35.405,35.033,35.383,35.398,35.311,35.475,35.24,35.128,35.573,35.688,35.687,35.999,36.264,36.177,36.377,37.016,37.683,38.527,39.309,39.926,40.257,40.361,40.676,40.796,40.997,41.063,40.865,40.946,41.067,40.919,41.073,40.919,41.252,41.06,40.485,39.935,40.031,38.997,38.74,38.747,38.483,37.994,37.299,36.418,35.963,35.299,34.838,34.321,33.51
33.251,32.634,32.046,31.427,31.118,30.525,29.653,29.145,29.147,28.3,28.275,28.139,27.659,27.705,27.272,27.409,26.938,26.792,26.517,26.666,26.523,26.295,26.595,26.366,26.263,26.128,26.316,25.95,26.501,26.582,25.988,26.642,27.037,26.977,27.189,27.301,27.39,28.36,28.881,29.335,30.226,31.096,31.392,33.076,34.42,35.109,36.156,36.351,36.548,38.289,38.523,38.266,38.712,38.584,38.225,38.91,39.066,39.031,39.099,39.168,38.875,38.981,39.073,38.998,38.999,38.815,38.442,38.486,38.532,38.195,37.96,37.931,37.513,37.581,37.566,37.373,37.505,37.395,36.757,37.319,37.379,37.015,36.655,36.494,35.484,35.425,35.337,34.709,34.785,34.525,33.862,34.221,34.139,33.828,33.925,33.611,33.517,33.816,33.567,33.335,33.591,33.631,33.496,33.684,33.873,33.998,33.946,34.379,34.525,34.627,35.056,35.614,36.74,37.74,38.277,38.865,38.975,39.039,39.173,39.128,39.304,39.248,39.43,38.979,39.129,39.136,38.979,39.532,39.2,39.045,38.323,38.242,37.736,37.521,37.375,37.087,36.686,36.256,35.293,35.051,34.625,34.411,33.708,33.229
32.634,32.393,32.241,31.578,31.341,30.965,29.639,29.571,29.498,28.694,28.671,28.202,27.556,27.225,27.038,26.73,26.538,26.22,26.149,25.899,25.717,25.464,25.5,25.497,25.34,25.039,25.452,25.041,25.298,25.204,24.732,25.218,25.286,24.953,25.049,24.985,24.887,25.005,25.154,25.1,25.7,25.702,25.639,26.16,26.319,26.89,27.305,27.442,27.487,28.163,27.87,28.062,28.583,29.052,29.515,30.309,30.648,30.764,32.806,31.219,31.324,32.065,32.938,33.322,32.987,33.368,33.411,33.044,33.135,32.8,32.711,32.637,32.355,32.12,32.075,31.803,31.738,31.781,31.73,31.641,31.42,31.549,31.526,31.5,31.212,30.808,30.693,30.483,30.547,30.266,29.844,29.565,29.215,29.037,28.923,28.93,28.576,28.359,28.537,28.41,28.447,28.18,28.19,28.549,28.507,28.545,28.947,29.113,29.214,29.376,30.263,30.907,31.894,32.728,33.646,34.266,34.611,34.601,34.964,34.929,35.199,35.653,35.796,35.782,35.864,35.818,35.851,35.942,36.126,35.794,35.642,35.613,35.212,35.144,34.985,34.437,34.322,33.603,33.709,33.213,33.089,32.651,32.137,31.383
30.931,30.618,30.205,29.659,29.206,28.715,27.973,27.574,27.392,26.946,26.597,25.859,25.55,25.597,25.474,24.845,24.49,23.877,23.866,23.711,23.783,23.533,23.58,23.354,23.094,23.487,22.965,23.13,23.032,22.912,22.97,23.128,23.263,23.237,23.12,23.107,22.967,23.287,23.279,23.168,23.469,23.348,23.488,24.136,24.039,24.238,24.29,24.357,24.021,24.283,24.351,24.425,24.706,24.632,24.688,25.107,25.895,25.893,27.17,26.302,26.296,26.886,27.512,27.725,28.05,28.031,27.832,28.085,28.026,28.209,28.189,28.065,27.714,27.777,27.52,27.518,27.655,27.451,27.452,27.535,27.625,27.659,27.659,27.658,27.747,27.68,27.679,27.638,27.265,27.002,26.983,26.596,26.55,26.431,25.969,25.986,26.037,25.495,25.829,25.663,25.409,25.431,25.629,25.749,25.722,25.725,26.239,26.327,26.687,27.286,27.585,28.136,29.336,30.263,31.047,31.518,32,32.431,32.711,32.786,33.307,33.733,33.881,34.098,34.418,34.196,34.874,35.026,34.942,34.873,34.76,34.603,34.402,34.673,34.272,34.124,33.758,33.347,32.507,32.108,31.517,31.067,30.62,30.093
29.416,28.806,28.284,27.53,26.99,26.87,26.077,26.007,25.715,25.143,24.981,24.576,24.466,24.536,23.826,23.746,23.599,23.548,23.412,23.553,23.338,23.127,23.05,22.77,22.944,23.017,23.361,23.097,23.178,23.295,23.355,23.781,24.039,23.829,24.516,24.817,25.396,26.246,26.797,27.46,28.289,29,29.68,31.242,32.309,33.413,34.544,34.778,35.214,36.807,37.195,37.231,37.524,37.431,37.371,37.796,37.832,37.661,38.073,38.002,37.89,38.316,38.148,37.719,38.098,37.922,37.563,37.85,37.61,37.396,37.25,37.356,37.161,37.051,37.015,36.798,36.778,36.756,36.45,36.479,36.62,36.245,36.027,35.967,35.306,34.896,34.581,34.374,34.52,34.351,33.8,33.99,33.954,33.746,34.055,34.019,33.824,34.08,33.836,33.782,33.634,33.91,33.605,34.089,34.078,34.028,34.329,34.457,34.479,34.662,35.059,35.566,36.419,39.159,37.368,38.067,39.049,39.241,39.438,39.422,39.693,39.803,39.748,39.866,39.391,39.366,39.54,39.985,39.62,39.039,38.708,38.05,37.523,37.398,37.127,36.566,36.088,35.079,34.599,34.157,33.564,32.747,32.465,31.496
31.091,30.72,30.203,29.726,29.271,28.586,28.129,28.055,27.733,27.332,27.153,26.59,26.341,26.368,26.177,25.765,25.811,25.52,25.51,25.573,25.422,25.166,25.149,25.014,25.322,25.307,25.619,25.326,25.21,25.16,25.595,26.145,26.26,25.962,26.177,25.876,26.942,27.841,28.424,28.679,29.323,29.822,30.963,32.67,33.446,34.417,35.11,35.643,35.636,37.387,37.936,37.674,38.315,38.265,37.971,38.249,38.636,38.979,39,39.232,38.632,39.191,39.189,38.975,39.276,39.053,39.011,38.957,38.9,38.576,38.422,38.566,38.285,38.501,38.24,37.998,37.966,38.046,37.525,38.031,37.818,37.43,37.041,36.67,35.989,35.851,35.499,35.328,35.487,35.238,34.587,34.873,34.976,34.941,34.573,34.916,34.66,35.002,34.815,34.727,34.863,34.493,34.685,35.009,35.234,35.118,35.388,35.642,35.204,35.56,36.056,36.542,37.626,38.382,39.277,39.797,40.1,40.018,40.165,40.546,40.483,40.557,40.72,40.594,40.497,40.235,40.361,40.694,40.338,40.089,39.783,39.335,38.59,37.895,37.807,36.941,36.532,36.079,35.213,34.68,33.917,33.381,32.901,32.198
31.323,30.717,30.628,29.858,29.327,28.984,28.494,28.041,28.028,27.311,27.247,26.881,26.685,26.243,26.412,25.557,25.74,26.013,25.345,25.438,25.37,25.039,25.324,25.368,25.005,25.02,24.903,25.145,25.178,25.326,25.579,25.699,25.726,25.643,25.805,26.355,26.765,27.7,28.261,28.511,29.205,30.007,30.616,32.249,33.403,34.469,35.344,36.065,35.684,37.359,37.644,37.788,37.983,38,37.843,38.353,38.669,38.584,38.674,38.893,38.676,39.03,38.765,38.639,38.68,38.894,38.59,38.818,38.6,38.339,38.231,38.241,37.89,37.713,37.628,37.315,37.386,37.301,36.876,37.035,37.208,36.91,36.607,36.119,35.508,35.138,35.177,34.936,34.625,34.752,34.283,34.389,34.361,34.372,34.449,34.331,33.991,34.243,34.415,34.127,33.852,33.957,34.166,34.405,34.672,34.519,34.932,34.961,34.971,35.04,35.519,36.071,36.938,37.788,38.593,39.302,39.489,39.531,39.713,40.054,40.245,40.3,40.418,40.28,40.173,39.988,40.11,40.382,40.191,39.67,39.132,38.581,38.185,37.868,37.473,36.94,36.303,35.87,35.345,34.887,34.32,33.372,32.817,32.079
31.509,31.285,30.684,30.151,29.588,29.306,28.23,28.252,27.79,27.379,27.177,26.962,26.645,26.505,26.514,26.366,26.082,25.873,25.506,25.812,25.769,25.655,25.544,25.548,25.105,25.458,25.323,25.127,25.187,25.222,25.447,25.497,25.929,25.877,26.367,26.319,26.765,27.329,28.204,28.441,29.112,30.146,30.784,32.072,33.689,34.391,35.291,35.67,35.611,37.179,37.576,37.567,37.883,37.689,37.501,38.118,38.226,38.203,38.205,38.423,38.195,38.283,38.204,38.315,38.431,38.103,37.916,37.952,37.867,37.675,37.593,37.651,37.295,37.181,37.061,36.866,36.95,36.721,36.545,36.766,36.831,36.358,36.134,34.709,35.773,35.197,34.692,34.342,34.493,34.153,34.092,34.078,33.85,33.812,33.67,33.744,33.78,33.89,33.999,34.057,33.983,33.889,33.927,34.62,34.178,34.263,34.573,34.525,34.686,34.858,35.476,35.774,36.832,37.797,38.101,38.848,39.191,39.301,39.586,39.835,39.615,39.704,39.82,39.677,39.704,39.657,39.632,39.833,39.513,39.304,38.904,38.552,38.142,37.787,37.519,36.839,36.305,36.023,34.963,34.335,34.07,33.455,32.723,32.277
31.497,31.368,30.882,30.294,29.807,29.175,28.891,28.174,28.009,27.741,27.324,27.147,27.278,26.893,26.747,26.045,26.344,25.883,25.934,25.942,26.041,25.619,26.045,25.476,25.716,25.678,25.675,25.485,25.575,25.886,25.71,26.06,25.853,26.021,26.319,26.785,26.859,27.933,28.272,28.618,29.132,30.235,30.775,32.411,33.61,34.45,35.296,35.598,35.851,37.086,37.472,37.561,37.776,37.799,37.691,38.354,38.392,38.288,38.386,38.487,38.337,38.588,38.367,38.302,38.552,38.277,37.803,37.977,37.939,37.472,37.215,37.49,37.259,37.219,36.819,36.546,36.733,36.638,36.566,36.335,36.585,36.079,35.853,35.54,35.05,34.638,34.263,33.384,33.461,33.334,33.12,33.069,33.236,33.244,33.171,33.254,32.936,32.83,32.863,33.145,33.065,33.464,33.228,33.577,33.826,33.361,33.557,34.256,34.623,35.439,36.223,36.605,37.384,37.873,38.218,34.027,33.845,33.609,37.724,38.068,38.096,38.16,38.096,37.999,38.176,38.272,37.872,38.456,37.911,37.701,37.768,37.151,36.573,36.533,36.185,35.438,35.259,35.102,34.189,34.039,33.709,33.144,32.346,31.874
31.711,31.067,31.12,30.542,30.147,29.514,28.948,28.607,28.309,27.795,27.767,27.469,27.224,26.618,26.623,25.759,25.512,25.73,25.126,25.395,25.066,24.807,24.873,25.083,24.591,24.47,24.628,24.355,24.576,24.529,24.127,24.621,24.658,24.445,24.659,24.289,24.502,24.657,24.903,24.772,24.896,25.153,25.111,25.74,26.175,26.143,26.546,26.543,26.811,27.159,27.336,27.191,28.173,28.307,28.461,29.54,29.665,30.154,30.694,31.021,31.359,31.969,32.366,32.348,32.583,32.57,32.316,32.319,32.119,32.048,31.868,31.837,31.697,31.614,31.422,31.171,31.189,31.253,31.162,31.136,31.057,31.171,31.249,31.044,30.614,30.601,29.726,30.481,30.024,29.76,29.297,29.159,29.143,28.836,28.725,28.417,28.152,28.335,28.403,28.087,27.731,27.856,27.766,28.275,27.977,28.143,28.338,28.718,28.55,29.239,29.623,30.148,30.972,31.731,32.456,33.05,33.429,33.746,33.937,34.18,34.32,34.59,34.706,34.882,34.895,35.035,34.778,35.014,35.029,34.769,34.173,33.814,34.362,34.044,33.826,33.823,33.442,33.032,32.454,31.988,31.98,31.477,30.946,30.725
30.069,29.336,29.517,28.772,28.343,27.931,26.971,26.684,26.45,26.079,26.045,25.589,25.305,24.831,24.601,24.269,24.013,23.909,23.673,23.372,22.784,22.963,23.166,22.658,22.504,22.539,22.578,22.463,22.551,22.556,22.58,22.816,22.68,22.502,22.741,22.302,22.453,22.671,22.94,22.465,22.962,22.548,22.841,23.256,23.342,23.079,23.481,23.404,23.473,23.257,23.34,23.238,23.605,23.969,24.064,24.801,25.232,25.707,25.798,26.149,26.638,27.078,27.615,27.598,27.704,27.648,28.266,28.125,28.298,28.236,28.055,28.41,28.37,28.313,28.263,28.042,28.325,28.112,28.243,28.749,28.55,28.766,28.886,28.91,28.735,29.014,28.87,28.992,28.563,28.455,28.397,28.131,27.775,27.584,27.679,27.756,27.527,27.576,27.217,26.893,27.001,27.254,27.078,27.04,27.025,27.128,27.015,27.348,27.463,27.984,28.267,28.839,29.648,30.405,32.057,30.924,31.651,31.921,32.508,32.839,33.371,33.514,33.765,33.703,33.792,33.822,33.719,34.462,34.21,34.009,33.653,33.388,33.369,33.571,33.549,32.746,32.398,31.935,31.764,31.417,31.244,30.795,30.2,29.505
29.012,28.621,27.704,26.981,26.598,26.231,25.738,25.432,25.069,24.527,24.439,23.979,23.846,23.762,23.556,23.248,23.153,23.25,23.149,23.236,22.896,22.945,22.634,22.692,22.808,22.869,22.749,22.621,22.818,22.712,22.905,23.195,23.988,23.829,23.882,24.108,24.439,25.388,26.396,26.905,27.634,27.955,28.781,30.593,31.419,32.267,33.366,33.716,33.913,35.324,35.794,36.064,36.051,36.055,35.99,36.516,36.956,36.841,37.103,37.241,36.916,37.223,37.593,37.394,37.609,37.615,37.296,37.455,37.686,37.387,37.348,37.23,37.177,37.289,37.09,36.852,36.755,36.756,36.685,36.798,36.833,36.529,36.29,35.972,35.697,35.592,35.758,35.381,35.606,35.55,35.072,35.442,35.646,35.592,35.741,35.485,35.651,35.942,35.93,36.089,36.064,36.261,35.961,36.278,36.5,36.372,36.383,36.547,36.335,36.389,36.732,37.305,37.964,38.623,38.788,39.518,39.712,39.878,40.105,40.218,39.963,39.783,40.024,39.944,39.807,39.563,39.306,39.855,39.616,39.131,38.521,38.286,37.42,37.237,37.03,36.4,35.698,35.169,34.596,33.898,33.443,32.697,32.054,31.482
31.06,30.602,30.378,29.675,29.193,28.689,28.221,27.796,27.572,27.052,26.817,26.545,26.082,26.156,25.618,25.448,25.606,25.5,25.49,25.239,25.321,25.425,25.34,25.23,25.253,25.195,25.465,25.007,25.179,25.022,25.568,25.37,25.788,25.679,25.575,25.974,26.552,27.168,27.875,28.001,28.547,29.568,30.459,31.793,32.787,33.491,34.406,35.039,34.946,36.327,36.64,36.957,37.106,37.397,37.34,37.478,38.296,38.805,38.903,39.015,38.792,38.944,39.241,39.471,39.603,39.803,39.675,39.555,39.677,39.94,39.712,39.65,39.863,39.921,39.782,39.814,40.069,40.254,39.844,40.221,40.118,39.762,39.698,39.167,38.654,38.007,38.168,37.838,37.674,37.606,37.133,37.391,37.559,37.427,37.729,37.566,37.167,37.457,37.618,37.34,37.302,37.094,37.276,37.057,37.383,37.332,37.208,37.136,37.133,37.277,37.968,38.588,37.226,37.311,38.892,39.519,39.804,40.205,39.948,39.836,40.221,40.168,40.302,40.15,39.56,39.594,39.647,39.911,39.858,39.271,39.116,38.46,37.028,37.157,37.083,36.296,36.005,35.431,34.378,33.83,33.427,32.579,31.971,31.391
30.878,30.542,30.179,29.607,28.969,28.677,28.149,27.544,27.215,27.078,26.868,26.303,26.367,26.247,25.902,25.704,25.264,25.163,25.418,25.182,25.205,24.88,25.179,24.802,24.933,24.731,24.872,24.882,24.976,24.909,25.184,25.239,25.149,25.507,25.711,25.785,26.172,27.257,27.635,28.137,28.889,29.646,30.42,31.778,32.801,33.641,34.134,34.446,34.609,36.068,36.354,36.562,36.896,36.937,37.188,37.717,38.085,37.916,38.22,38.255,38.373,38.727,38.895,38.688,38.981,39.041,39.074,38.93,39.168,39.134,39.375,39.312,38.889,38.734,39.042,39.099,39.253,39.286,38.678,38.949,38.958,38.731,38.537,38.161,37.158,37.014,36.983,36.795,36.634,36.816,36.845,36.426,36.273,36.575,36.517,36.451,36.296,36.701,36.315,36.35,36.339,36.205,36.054,36.233,36.22,36.335,36.314,36.464,36.29,36.245,36.477,36.843,37.507,38.25,38.975,39.425,39.684,39.712,39.834,40.118,39.965,40.269,40.16,40.157,40.117,39.906,39.612,39.881,39.679,39.158,39.022,38.403,37.571,37.267,37.433,36.484,36.513,35.726,34.74,34.069,33.789,32.829,32.266,31.877
31.217,31.197,30.496,29.929,29.305,28.803,28.405,27.948,27.8,27.413,26.867,26.848,26.518,26.494,26.301,26.172,25.888,25.567,25.393,25.475,25.466,25.398,25.354,25.102,25.177,25.205,25.051,24.805,24.873,25.259,25.25,25.606,25.657,25.393,25.971,26.115,26.435,27.197,27.618,28.157,28.746,29.643,30.496,31.774,32.848,33.679,34.553,34.821,34.891,36.069,36.304,36.587,37.133,37.071,36.973,37.49,37.714,38.043,38.075,38.142,38.162,38.473,38.37,38.337,38.44,38.458,38.477,38.499,38.376,38.246,38.213,38.292,38.159,38.087,38.07,37.747,37.838,38.131,38.089,38.169,38.25,38.032,37.585,37.473,36.933,36.779,36.825,36.624,36.37,36.276,35.786,35.969,35.966,35.682,36.187,35.712,35.895,35.892,35.738,35.74,35.943,35.787,35.634,36.194,36.384,36.236,36.31,36.335,36.152,36.079,36.395,36.638,37.653,37.737,38.251,39.201,39.553,39.872,40.194,40.077,40.21,40.02,39.953,40.02,39.978,39.744,39.758,40.034,39.685,39.358,39.164,38.478,38.101,37.472,37.374,36.613,36.253,35.672,35.268,34.621,34.053,33.181,32.954,32.186
31.528,31.28,30.794,30.125,29.762,29.347,29.028,28.381,28.081,27.907,27.664,27.383,26.685,26.414,26.361,26.284,26.206,25.816,25.697,25.846,25.7,25.435,25.55,25.283,25.131,25.593,25.63,25.463,25.399,25.395,25.359,25.788,25.99,26.238,26.314,26.321,26.863,27.517,28.08,28.616,29.399,29.662,30.651,32.415,33.387,34.23,34.613,34.84,35.193,36.272,36.702,36.723,37.014,36.987,36.771,37.357,37.385,37.495,37.429,37.588,37.312,37.674,37.805,37.656,37.647,37.607,37.491,37.65,37.232,37.29,37.213,37.165,36.795,36.676,36.961,36.665,36.805,36.993,36.622,36.921,36.848,36.597,35.951,35.821,35.107,35.19,35.122,34.669,34.569,34.222,33.997,34.018,33.867,33.673,33.762,33.977,33.929,33.994,34.029,34.008,33.936,33.723,33.648,33.97,33.791,33.72,33.941,34.419,34.244,34.29,34.422,34.592,35.203,36.03,36.599,37.258,37.573,37.689,37.832,38.057,37.961,38.122,38.182,38.177,37.994,37.823,37.739,38.29,38.164,37.781,37.27,36.867,36.254,36.305,36.105,35.739,35.09,34.548,34.176,33.924,33.513,33.238,32.695,32.205
31.702,31.304,30.897,30.466,30.032,29.46,29.045,28.655,28.461,27.667,27.773,27.185,26.888,26.314,26.202,25.852,25.561,25.589,25.426,25.334,25.137,24.767,24.899,24.858,24.683,24.394,24.636,24.349,24.363,24.535,24.248,24.387,24.268,24.073,24.403,24.008,24.433,24.357,24.387,24.709,24.579,24.826,25.156,25.282,25.658,25.698,26.009,26.041,26.407,26.42,26.913,27.05,27.633,28.045,28.453,29.161,29.721,29.894,30.558,31.043,31.411,31.73,32.391,32.308,32.755,32.795,32.892,32.909,32.774,32.917,32.828,32.79,32.726,32.596,32.634,32.432,32.59,32.208,32.62,32.394,32.736,32.828,32.568,32.401,32.187,31.905,31.886,31.681,31.479,31.097,30.693,30.896,30.511,30.379,30.096,29.815,29.95,29.628,29.546,29.665,29.465,29.256,29.317,29.194,29.374,29.258,29.55,29.47,29.681,30.004,30.304,30.364,30.794,31.516,32.076,32.905,33.308,33.151,33.957,33.838,33.954,34.239,34.145,34.292,34.071,34.199,34.08,34.472,34.319,34.19,34.199,33.817,33.635,33.314,33.555,33.403,32.867,32.448,31.521,31.423,31.336,30.794,30.392,29.971
29.605,29.251,28.632,28.175,27.685,27.425,26.969,26.487,25.906,25.608,25.223,24.817,24.422,24.362,23.935,23.745,23.35,23.124,23.134,23.035,22.911,22.505,22.427,22.527,22.591,22.673,22.649,22.334,22.098,22.355,22.53,22.628,22.378,22.187,22.21,22.164,22.375,22.705,22.563,22.281,22.589,22.54,22.692,23.153,23.226,22.998,22.98,23.193,22.92,23.199,22.981,22.941,23.073,23.213,23.775,24.494,24.895,25.231,25.32,25.583,25.731,26.415,27.173,27.186,27.455,27.585,27.426,27.452,27.819,27.901,27.704,27.888,27.627,27.649,27.592,27.561,27.479,27.531,27.368,27.395,27.942,28.074,27.92,28.115,27.731,28.012,27.334,27.356,27.312,26.938,26.666,26.676,26.336,26.074,25.945,26.028,25.644,25.482,25.607,25.324,25.319,25.171,25.136,25.235,24.697,24.831,24.948,25.305,25.626,25.999,26.255,26.387,27.173,28.095,28.934,30.142,30.394,30.945,31.295,31.612,31.792,31.921,32.271,32.277,32.579,32.856,32.784,33.338,33.284,32.915,32.67,32.973,32.689,32.82,32.404,32.189,31.937,31.687,31.434,30.966,30.069,29.586,29.411,28.765
